StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3_1,Q9-ESP3_2,Q9-ESP3_3,Q10-M1,Q11-M3,Q11-M3a,Q12-M4_1,Q12-M4_2,Q12-M4_3,Q12-M4_4,Q12-M4_5,Q12-M4_6,Q12-M4_7,Q12-M4_8,Q12-M4_9,Q13-M5,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q34,Q35,Q36,Q18,Q19,Q20,Q21,Q22,Q32,Q23,Q24,Q44
2023-04-04 17:54:33,2023-04-04 17:54:43,IP Address,76.78.85.84,5,9,False,2023-04-11 17:54:45,R_1q2oNhi5ZQGcow3,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 19:16:19,2023-04-04 19:16:35,IP Address,172.58.242.184,5,16,False,2023-04-11 19:16:36,R_1LBvQz8zI4XZdvk,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 08:44:26,2023-04-05 08:45:43,IP Address,76.78.85.41,11,76,False,2023-04-12 08:45:46,R_2xF3Sh1DYAiE555,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 12:49:32,2023-04-05 09:22:07,IP Address,76.78.85.75,5,505955,False,2023-04-12 09:22:11,R_126lMyJVxD8nhS6,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 10:43:10,2023-04-12 10:50:53,IP Address,76.78.85.34,100,462,True,2023-04-12 10:50:53,R_3m8cgknkZvvItxw,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,Yes,No,Yes,"Following accounts/pages that post about current events.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",Yes,Connected,Positive Impact,No impact,Positive Impact,Positive Impact,Positive Impact,No impact,,Negative Impact,Negative Impact,No,No,,,Yes,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,I don't know,Yes,I am as engaged as the average WAC student,2026,"Psyc ",Yes,No,Yes,Female,"European American or White,Hispanic/Latinx",314
2023-04-06 06:32:31,2023-04-06 06:33:38,IP Address,76.78.85.38,10,67,False,2023-04-13 06:33:40,R_1K1kGwezxl2riu9,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 06:57:12,2023-04-06 06:58:03,IP Address,76.78.85.86,10,51,False,2023-04-13 06:58:12,R_2QJvVftZgWAc5HC,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 09:22:35,2023-04-06 09:27:43,IP Address,209.243.32.181,97,307,False,2023-04-13 09:27:53,R_3lLHk4euPBsEUg1,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Volunteering or doing community service,Participating in research with community members",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Your home community,,Yes,8 to 12 hours per month,Important,Important,Important,Important,Important,Important,Never,Often,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,Positive Impact,Negative Impact,,,,,,,,No,No,,,Yes,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,2026,Biology and Environmental Science,No,No,Yes,Female,European American or White,
2023-04-06 13:16:24,2023-04-06 13:16:44,IP Address,64.67.140.100,5,20,False,2023-04-13 12:37:34,R_2YJNvmKQ3GbLaoI,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 10:32:07,2023-04-07 16:04:55,IP Address,76.78.85.62,5,19967,False,2023-04-13 12:37:34,R_1rH6t06Mi19k4io,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 15:02:35,2023-04-06 15:02:40,IP Address,174.216.144.247,5,4,False,2023-04-13 12:37:34,R_Og89Nq4ZQdVP7Y5,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 16:51:04,2023-04-10 16:51:19,IP Address,76.78.85.34,10,15,False,2023-04-13 12:37:35,R_vHwvN7RTa7R91T3,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 14:17:02,2023-04-06 14:17:14,IP Address,76.78.85.45,5,12,False,2023-04-13 12:37:35,R_1Cmb0H6f3HxGlmg,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 14:14:48,2023-04-10 14:15:18,IP Address,166.205.147.101,10,30,False,2023-04-13 12:37:35,R_1eQWTvuI0n8Bdj2,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 16:00:34,2023-04-06 16:02:53,IP Address,76.78.85.63,26,139,False,2023-04-13 12:37:35,R_2DRG4fXUwdwhBoJ,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Your home community,,No,,Important,Important,Very Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 17:05:44,2023-04-07 10:31:26,IP Address,76.78.85.48,74,62741,False,2023-04-13 12:37:35,R_2YsuvQSzYLVRj2O,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Your home community,,Yes,4 to 8 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Very connected,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,,Yes,The Elm,Very connected,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,No,I am as engaged as the average WAC student,,,,,,,,
2023-04-08 20:22:31,2023-04-08 20:23:56,IP Address,76.78.85.21,21,84,False,2023-04-13 12:37:35,R_3dYyzEQHUzNVe7f,,,,,,,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,The Chestertown or local community,,Yes,Less than 4 hours per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 18:10:57,2023-04-06 18:13:07,IP Address,76.78.85.37,21,129,False,2023-04-13 12:37:35,R_2saw5PNuPIMvYGC,,,,,,,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service",Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,The Chestertown or local community,,Yes,4 to 8 hours per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 12:38:55,2023-04-06 13:45:37,IP Address,76.78.85.64,5,4002,False,2023-04-13 12:37:35,R_3PsMxlPlBKWqllu,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 21:37:35,2023-04-06 21:38:14,IP Address,76.78.85.14,10,38,False,2023-04-13 12:37:35,R_YR1ccLZm0CNePV7,,,,,,,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 17:08:46,2023-04-09 17:14:43,IP Address,174.192.194.172,21,357,False,2023-04-13 12:37:36,R_uqqWfb9otmgFhVT,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Attending community arts and culture events",Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhere else (please specify),Greek life on campus,Yes,Less than 4 hours per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 09:30:12,2023-04-12 09:32:12,IP Address,209.243.32.181,10,119,False,2023-04-13 12:37:36,R_uysChapDCYq0Rax,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Service-learning experiences with a class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 14:51:21,2023-04-09 15:10:14,IP Address,76.78.85.98,54,1133,False,2023-04-13 12:37:36,R_Z9nTZn7pP6vd61z,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,The Chestertown or local community,,No,,Not really important,Very Important,Important,Not really important,Very Important,Not at all important,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,No impact,Positive Impact,Positive Impact,No impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,No impact,No,No,,,Yes,,,,,,,,,,,,,,,,,,,,,
2023-04-10 14:04:10,2023-04-10 14:04:14,IP Address,76.78.85.74,5,3,False,2023-04-13 12:37:36,R_1LuPmGRzyDOguL0,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 06:27:42,2023-04-07 06:28:01,IP Address,138.207.172.197,5,18,False,2023-04-13 12:37:37,R_3oTlBXSVYKNS41R,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 09:08:37,2023-04-07 13:08:51,IP Address,76.78.85.79,28,14413,False,2023-04-13 12:37:38,R_BJjGu9edMQ8STEB,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Volunteering or doing community service,Attending community arts and culture events",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,The Washington College community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 07:00:33,2023-04-07 07:03:32,IP Address,68.134.166.140,97,179,False,2023-04-13 12:37:38,R_2WNJUrPeTsCBAAc,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Your home community,,Yes,4 to 8 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Connected,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,No,Yes,The Elm,Connected,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,No,No,I am as engaged as the average WAC student,2023,Biology,No,No,Yes,Female,Hispanic/Latinx,29
2023-04-09 17:59:39,2023-04-09 18:00:25,IP Address,76.78.85.8,10,45,False,2023-04-13 12:37:38,R_3ndrMphPgOJ2Rig,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events,Service-learning experiences with a class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 14:14:11,2023-04-07 14:14:17,IP Address,76.78.85.68,5,6,False,2023-04-13 12:37:39,R_eFNRAmgbmPuq5Mt,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 19:53:47,2023-04-11 19:54:20,IP Address,76.78.85.94,10,32,False,2023-04-13 12:37:39,R_3CI6bbpiKNyg2UI,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
